"102963","Colophon phrase of MS Pune BORI 284-1892-95","94118","Vedāntarahasya","fol. 11a

iti śrīvāgīśabhaṭṭaviracitaṃ vedāntarahasyam / saṃvat 1782 likhitam idaṃ kuśalavidyārthī //","Colophon phrase","102960","MS Pune BORI 284-1892-95",""
"100170","Colophon phrase of MS Pune BORI 284-1895-98","95030","Praśnāvalī","fol. 23a

iti śrīmatparamahaṃsaparivrājakācāryamunimādhavānandasya śiṣyabharataviracitāyāṃ praśnāvalī samāptam //","Colophon phrase","100165","MS Pune BORI 284-1895-98",""
"103071","Colophon phrase of MS Pune BORI 285-1892-95","90980","Subodhinī on Sadānanda Yogīndra's Vedāntasāra","Ends fol. 77b

iti śrīparamahaṃsaparivrājakācāryaśrīmatkṛṣṇānandabhagavatpūjyapādaśiṣyanṛsiṃhasarasvatīviracitā vedāntasāraṭīkā samāptā // śubhaṃ bhavatu // śrīr astu //","Colophon phrase","103069","MS Pune BORI 285-1892-95",""
"99578","Colophon phrase of MS Pune BORI 285-1895-1902","89617","Nyayāmakaranda","fol. 53a

iti śrīnyāyamakaranda ānandabodhayativiracitaḥ samāptaḥ //","Colophon phrase","99574","MS Pune BORI 285-1895-1902",""
"100215","Colophon phrase of MS Pune BORI 285-1895-98","100210","Praśnottarākhyamaṇiratnamālā","fol. 3b

iti śrīsaṅkarācāryaviracitā praśṇottarākhyāmaṇiratnamālā praśna sampūrṇam //śrī//","Colophon phrase","100211","MS Pune BORI 285-1895-98",""
"100186","Colophon phrase of MS Pune BORI 286 (b)-1895-98","100177","Praśnottararatnamālā","fol. 23b

iti śrīpraśnottarīratnamāḷā grantha sampūraṇaṃ mat saṅkarācāryabirañcitāyāṃ mūlaśloka samāptam //2//","Colophon phrase","100183","MS Pune BORI 286 (b)-1895-98",""
"100209","Colophon phrase of MS Pune BORI 286(a)-1895-98","100205","Praśnottararatnamālā (with Hindi Commentary)","fol. 21a Comm:

iti śrīmata paramasaṅkarācāryaviracitāyāṃ praśnottararatnamālāyāṃ bhāṣāpraccikāyāṃ prakāsikānāma rāmadāsabhaṭa biracitāyā samāptam // sampūrṇam //","Colophon phrase","100206","MS Pune BORI 286(a)-1895-98",""
"99639","Colophon phrase of MS Pune BORI 286-1879-80","90890","Nyāyāmṛta","as in no. 422 followed by iti śrīmatparamahaṃsaparivrājakācāryāṇāṃ śrīmadbrahmaṇyatīrthapūjyapādānāṃ śiṣyeṇa vyāsayatinā saṅgṛhīte nyāyāmṛte caturthaḥ paricchedaḥ // 6 // śrī // 6 //","Colophon phrase","99636","MS Pune BORI 286-1879-80",""
"103297","Colophon phrase of MS Pune BORI 286-1892-95","103293","Śivagītā","fol. 70a

iti śrīpadmapurāṇe śivagītāsūpaniṣatsu brahmavidyāyāṃ śivarāghavasaṃvāde ṣodaso 'dhyāyaḥ //","Colophon phrase","103294","MS Pune BORI 286-1892-95",""
"99874","Colophon phrase of MS Pune BORI 287-1879-80","90828","Patrāvalambana","fol. 9b

iti śrīmadvallabhadīkṣitānāṃ patrāvalambanaṃ samāptam //","Colophon phrase","99870","MS Pune BORI 287-1879-80",""
"103453","Colophon phrase of MS Pune BORI 287-1892-95","103449","Ṣoḍaśamañjarīkā","fol. 3a

iti śaṅkarācāryaviracitaṃ śoḍaśamañjarikā saṃpūrṇam","Colophon phrase","103450","MS Pune BORI 287-1892-95",""
"100222","Colophon phrase of MS Pune BORI 287-1895-98","100216","Praśnottarāvaliṭīkā","fol. 10a

iti śrīmatparamahaṃsaparivrājakācāryaśrīmunimādhavānandasya śiṣyeṇa jaḍabharataviracitā praṣṇāvalīvyākhyā samāptā saṃvat 1904 asāḍha vada 4 śubhaṃ bhuyāt //1//","Colophon phrase","100217","MS Pune BORI 287-1895-98",""
"99888","Colophon phrase of MS Pune BORI 288-1879-80","92405","Ṭīkā on Vallabha's Pātrāvalambana","fol. 77a

iti śrīmadvallabhācāryacaraṇākatānapītāmbarātmajapuruṣottamena viracite patrāvalambanavivaraṇam // sampūrṇa // cha //","Colophon phrase","99884","MS Pune BORI 288-1879-80",""
"103504","Colophon phrase of MS Pune BORI 288-1892-95","103499","Śanatkumārasamhitā","fol. 34b

iti śrīsanatkumārasaṃhitāyāṃ sadāśivasanakasaṃvāde paṃcatriṃśaḥ

paṭalaḥ // 35 // śrīgovindo jayati // śubham astu // śrī // śrīr astu // śrī //

kalyāṇam astu //","Colophon phrase","103500","MS Pune BORI 288-1892-95",""
"100644","Colophon phrase of MS Pune BORI 288-1895-98","92327","Brahmāmṛtavarṣiṇī","fol. 196b

iti śrībrahmasūtravṛttau brahmāmṛtavarṣiṇyāṃ caturthasyādhyāyasya caturthaḥ pādaḥ //4//

 

iti śrīmatparamahaṃsaparivrājakācāryaśrīmatmukundagovindaśrīcaraṇaśikṣitaśrīrāmānandasasvara(rasva)tīkṛtau brahmasūtravṛttau brahmāmṛtavarṣiṇyāṃ caturthādhyāyasya caturthaḥ pādaḥ 4 samāpto 'yaṃ granthaḥ caturthādhyāyeṣu sarvāṇi sūtrāṇi 554","Colophon phrase","100640","MS Pune BORI 288-1895-98",""
"99750","Colophon phrase of MS Pune BORI 289-1879-80","99710","Pañcadaśī","fol. 12a:

iti śrīmahābhūtavivekatātparyadīpikā samāptā //  //ṭha// śrīr astuḥ //

//ṭha// śrī//

 

fol. 58a:

iti śrībhāratītīrthavidyāraṇyamunīvaryatakiṅkaraṇeṇa rāmakṣṇā(khya) viduṣā viracitā tṛptidīpavyākhyā samāptā //

 

Ends fol. 122b:

iti śrīmataparamahaṃsaparivrājakācāryaśrībhāratītīrthavidyāraṇyamunivaryakiṅkareṇa rāmakṛṣṇākhyaviduṣā viracito upadeśagranthavivaraṇe brahmānando nāma pañcamo 'dhyāyaḥ //5//","Colophon phrase","99747","MS Pune BORI 289-1879-80",""
"103766","Colophon phrase of MS Pune BORI 289-1892-95","91088","Commentary on Vallabha's Siddhāntamuktāvali","fol. 10b

iti śrīpitṛpādābjaparāgarasasiktahṛt /

śrīviṭhṭhalas tatsiddhāntavāṅmālāṃ hṛdaye dadhau //","Colophon phrase","103761","MS Pune BORI 289-1892-95",""
"103767","Colophon phrase of MS Pune BORI 289-1892-95","91088","Commentary on Vallabha's Siddhāntamuktāvali","fol. 10b

iti śrīviṭhṭhaleśvaraviracitā svasiddhāntamuktāvalīvivṛtiḥ sampūrṇā //","Colophon phrase","103761","MS Pune BORI 289-1892-95",""
"100697","Colophon phrase of MS Pune BORI 289-1895-98","95434","Brahmasūtravṛtti","fol. 49b

iti śrīmatparamahaṃsaparivrājakācāryaśrīānandāśramacaraṇāravindasevāparāyaṇena raṅganārthe(the)na likhitāyāṃ vyāsasūtravṛttau dvitīyo 'dhyāyaḥ // samāptaḥ //","Colophon phrase","100694","MS Pune BORI 289-1895-98",""
"99798","Colophon phrase of MS Pune BORI 29-1898-99","90976","Bhāvaprakāśikā","fol. 197a: iti śrīmatparamahaṃsaparivrājakācāryaviracitāyāṃ vivarṇabhāvaprakāśikāyāṃ prathamaṃ varṇakaṃ samāptaṃ //","Colophon phrase","99793","MS Pune BORI 29-1898-99",""
"99767","Colophon phrase of MS Pune BORI 290-1879-80","99710","Pañcadaśī","fol. 21a comm:

iti śrīmatparamahaṃsaparivrājakācāryaśrībhāratītīrthavidyāraṇyamunivaryakiṅkareṇa rāmakṛṣṇākhyaviduṣā viracite tattvavivekadīpikā samāptā //

 

fol. 36b:

...mahābhūtavivekatātparyadīpikā samāptā //

 

fol. 47a:

... pañcakośavivekavyākhyā samāptā //

 

fol. 57a:

...dvaitavivekapadayojanā samāptā //

 

fol. 59a comm:

iti śrīmatparamahaṃsaparivrājakācāryaśrībhāratī... mahāvākyavivekavyākhyā samāptā //","Colophon phrase","99763","MS Pune BORI 290-1879-80",""
"99718","Colophon phrase of MS Pune BORI 291-1879-80","99710","Pañcadaśī","Fol. 46a: citradīpavyākhyānaṃ samāptam //

Fol. 190b: mahābhūtavivekasya tātparyacandrikā samāptā // saptamaṃ prakaraṇam //

Fol. 202b: pañcakośavivekasya vyākhyā samāptā // aṣṭamaṃ prakaraṇam //

Fol. 216a: dvaitavivekapadayojanā samāptā // navamāṃ prakaraṇam

Fol. 219a: mahāvākyavivekavyākhyā // daśamaṃ prakaraṇaṃ samāptam //

Fol. 256b: brahmānande yogānando nāma prathamo 'dhyāyaḥ // ity ekādaśaprakaraṇam

Fol. 278a: brahmānande ātmānando nāma dvitīyo 'dhyāyaḥ // iti dvādaśaprakaraṇam

Fol. 299b: brahmānande 'dvitānando nāma tṛtīyo 'dhyāyaḥ //

Fol. 305a: brahmānande vidyānando nā[ma]caturtho 'dhyāyaḥ //

 

Fol. 309a

//ḍha// iti śrīmatparamahaṃsaparivrājakācāryaśrībhāratītīrthavidyāraṇyamunivaryakiṅkareṇa śrīrāmakṛṣṇākhyaviduṣā viracite brahmānando viṣayānando nāma pañcamo 'dhyāyaḥ // //ṭha//","Colophon phrase","99714","MS Pune BORI 291-1879-80",""
"101645","Colophon phrase of MS Pune BORI 292-B-1879-80","101641","Mahābhūtavivekatātparyadīpikā","fol. 20a 

iti śrīmahābhūtavivekatātparyadīpikā samāptā //","Colophon phrase","101642","MS Pune BORI 292-B-1879-80",""
"99696","Colophon phrase of MS Pune BORI 292-C-1879-80","99690","Pañcakośavivekavyākhyā","fol 12a

iti pañcakośavivekaḥ samāptaḥ //

 

Comm:

iti śrīmatparamahaṃsa...śrībhāratītīrthavidyāraṇyamunivaryakiṅkareṇa rāmakṛṣṇākhyaviduṣā viracitā pañcakośavivekavyākhyā samāptā //","Colophon phrase","99691","MS Pune BORI 292-C-1879-80",""
"101691","Colophon phrase of MS Pune BORI 292-E-1879-80","101672","Mahāvākyavivekavyākhyā","fol. 5a Text:

iti śrīpañcadaśaprakaraṇyāṃ mahāvākyavivekaḥ samāptaḥ // 5 //","Colophon phrase","101686","MS Pune BORI 292-E-1879-80",""
"101692","Colophon phrase of MS Pune BORI 292-E-1879-80","101672","Mahāvākyavivekavyākhyā","fol. 5a Comm.

iti śrī...bhāratītīrthavidyāraṇyamunivaryakiṅkareṇa śrīrāmakṛṣṇākhyaviduṣā viracitā mahāvākyavivekavyākhyā samāpta //  // 5 //","Colophon phrase","101686","MS Pune BORI 292-E-1879-80",""
"99414","Colophon phrase of MS Pune BORI 292-J-1879-80","99408","Nāṭakadīpaṭīka","fol. 6a Text:

iti śrīpañcadaśyāṃ nāṭakadīpaḥ samāpto 'gamat //

Comm:

iti śrī………...bhāratītīrthavidyāraṇyamunivaryakiṅkareṇa rāmakṛṣṇākhyaviduṣā viracitā nāṭakadīpavyākhyā samāpteti // 6 //","Colophon phrase","99409","MS Pune BORI 292-J-1879-80",""
"100804","Colophon phrase of MS Pune BORI 292-K-1879-80","100798","Brahmānanda (with commentary)","fol.29a

iti śrīvidyāraṇyabhāratītīrthaviracite brahmānande 'dhyāye yogānandanāmaprathamo 'dhyāyaḥ //1//

 

fol. 29a

Comm:

iti śrīrāmakṛṣṇena viduṣā viracite brahmānandādhyāye yogānandanāma prathamo 'dhyāyaḥ samāptaḥ //","Colophon phrase","100799","MS Pune BORI 292-K-1879-80",""
"99762","Colophon phrase of MS Pune BORI 292-L-1879-80","99710","Pañcadaśī","fol. 40a Text:  iti śrīvidyāraṇyamuniviracite brahmānando pañcamo 'dhyāyaḥ samāptaḥ //15//

 

Comm:

iti śrīmatparamahaṃsa ... bhāratītīrthavidyāraṇyamunivaryakiṅkareṇa rāmakṛṣṇākhyaviduṣā viracite brahmānando pañcamo 'dhyāyaḥ samāptaḥ //","Colophon phrase","99759","MS Pune BORI 292-L-1879-80",""
"100076","Colophon phrase of MS Pune BORI 292-Viśrāma 1","96091","Prapañcasāra","fol. 7a

iti prapañcasāre ekonatriṃśaḥ paṭalaḥ //cha//cha//","Colophon phrase","100072","MS Pune BORI 292-Viśrāma 1",""
"100013","Colophon phrase of MS Pune BORI 293-1879-80","91343","Vivaraṇa","fol. 29b

iti śrīśrīmatpitṛcaraṇaikatānaśrīśrīvallabhaviracitaṃ puṣtipravāhamaryādāvivaraṇaṃ saṃpūrṇam  //ṭha//","Colophon phrase","100010","MS Pune BORI 293-1879-80",""
"100810","Colophon phrase of MS Pune BORI 294-1879-80","91839","Brahmāvabodha","fol. 20a

iti śrīsarvopaniṣatsakalavedāntam adhigatatātparyārthaviracito brahmāvabādhavivekasindhunāmā granthaḥ sampūrṇaḥ //","Colophon phrase","100805","MS Pune BORI 294-1879-80",""
"101143","Colophon phrase of MS Pune BORI 295-1895-98","101136","Bhagavadgītāṭīkā","fol. 107a

iti śrībhaga(va)dgītāsūpaniṣatsu brahmavidyāyāṃ yogaśāstraśrīkṛṣṇārjunasaṃvāde mokṣasannyāsayogo nama aṣṭādaśo 'dhyāyaḥ","Colophon phrase","101137","MS Pune BORI 295-1895-98",""
"101266","Colophon phrase of MS Pune BORI 296-1895-98","101220","Bhagavadbhaktiratnāvalī","fol. 127b

iti śrīmasapuroṣottamacaraṇā(ra)vindakṛpāmakarandapronmīlitavivekaretaibhaktapara","Colophon phrase","101262","MS Pune BORI 296-1895-98",""
"101446","Colophon phrase of MS Pune BORI 297-1879-80","101441","Bhāgavatatattvadīpikā","fol. 9b

iti śrīsatīpurajñātīyadvivedīśrīpatisutagadādharaviracitā bhagavattattvadīpikā samāptā // śrīr astu //","Colophon phrase","101442","MS Pune BORI 297-1879-80",""
"101476","Colophon phrase of MS Pune BORI 297-1895-98","101471","Bhāgavatanāmamāhātmya","fol. 23b 

iti śrīmannārāyaṇacaraṇāravindamakarandāsvādamodamānamanaścañcarīkā śrīmahārājādhirājapatiśrīpuruṣottamadevasaṅgṛhītā nānāpurāṇopapurāṇasaṃhitāgamasmṛtipramāṇamūlāmāhātmyaprakāśikā samāptā //","Colophon phrase","101473","MS Pune BORI 297-1895-98",""
"101353","Colophon phrase of MS Pune BORI 298-1879-80","90841","Tattva(artha)dīpikā on the Bhagavadgītā","fol. 136a

iti śrīvedavyāsaviṣṇusvāmimatānuvarttiśrīvallabhadīkṣitaviracite tattvadīpe śrīmadbhāgavatadvādaśaskandhavivaraṇaṃ samāptam //cha//","Colophon phrase","101349","MS Pune BORI 298-1879-80",""
"101364","Colophon phrase of MS Pune BORI 299-1879-80","90841","Tattva(artha)dīpikā on the Bhagavadgītā","fol. 26b

iti śrīvedavyāsaviṣṇusvāmimatavarttiśrīvallabhaviracite tattvadīpe bhāgavatatattvadīpe sarvanirṇayakathanaṃ nāma dvitīyaṃ prakaraṇam /","Colophon phrase","101360","MS Pune BORI 299-1879-80",""
"101586","Colophon phrase of MS Pune BORI 299-1895-98","101575","Maṇimañjarī","fol. 21b

iti śrīnārāyaṇapaṇḍitācāryaviracitāyāṃ maṇimañjaryāṃ aṣṭamaḥ sargaḥ // cha // cha //","Colophon phrase","101582","MS Pune BORI 299-1895-98",""
"102158","Colophon phrase of MS Pune BORI 30-1884-87","91261","Ratnatrayaparīkṣāvyākhyā","fol. 12b

iti śrībhaṭṭabharadvājakulajaladhikaustubhaśrībhaṭṭadvaitavidyācāryaviśvājidhājiśrīraṅgarājādhvarivarasūnor appayyadīkṣitasya kṛtau ratnatrayaparīkṣā samāptā // bhāṣyavyākhyānakarttārau śrīkaṇṭhāppayyadīkṣitau //","Colophon phrase","102153","MS Pune BORI 30-1884-87",""
"101423","Colophon phrase of MS Pune BORI 300-1879-80","101418","Bhāgavatatattvadīpaprakāśāvaraṇabhaṅga","fol.90b

iti śrīmadvallabhācāryacarananakhacandracandrikānirastāhārdatamastaddāmadāsasya yadupatisutasya pītāmbarasya kṛtau tattvadīpaprakāśāvaraṇabhaṅge śāstrārthaprakaraṇaṃ sampūrṇaṃ samāptā /","Colophon phrase","101419","MS Pune BORI 300-1879-80",""
"101628","Colophon phrase of MS Pune BORI 300-1895-98","88660","Manīṣāpañcaka","fol. 2b

iti śrīmacchaṅkarācāryaviraci","Colophon phrase","101625","MS Pune BORI 300-1895-98",""
"103843","Colophon phrase of MS Pune BORI 301-1879-80","103838","Siddhāntavāṅmālā","fol. 11a

iti śrīpitṛpādābjaparāgarasasiktahṛt / śrīviṭhṭhalas tatsiddhāntavāṅmālāṃ hṛdaye dadhau // 1 //

cha // cha // cha // samāptam iti // cha // cha //","Colophon phrase","103839","MS Pune BORI 301-1879-80",""
"100555","Colophon phrase of MS Pune BORI 302-1879-80","90816","Anubhāṣya on Bādarāyaṇa's Brahmasūtras","fol. 50

iti śrīmadvedavyāsasamatavartiśrīvallabhācāryaviracite brahmasūtrāṇubhāṣye caturtho 'dhyāyasya carurthaḥ pādaḥ /","Colophon phrase","100551","MS Pune BORI 302-1879-80",""
"103179","Colophon phrase of MS Pune BORI 302-1892-95","88037","Brahmasūtra","fol. 21a

iti vedāntasūtreṣu caturtho 'dhyāyaḥ //","Colophon phrase","103175","MS Pune BORI 302-1892-95",""
"103104","Colophon phrase of MS Pune BORI 302-1895-98","91511","Vidvanmanorañjinī","Text:

iti śrīmatparamahaṃsaparivrājakācāryasadānandaviracito vedāntasāraḥ samāptaḥ //","Colophon phrase","103099","MS Pune BORI 302-1895-98",""
"103106","Colophon phrase of MS Pune BORI 302-1895-98","91511","Vidvanmanorañjinī","Comm:

iti śrīmatparamahaṃsaparivrājakācāryaśrīkṛṣṇatīrthaśrīpūjyapādaśiṣyaśrīparamahaṃsaparivrājakācāryarāmatīrthapūjyapādaviracitā vedāntasāraṭīkā vidvanmanorañjanī samāptā śubham astu rāma rāma /","Colophon phrase","103099","MS Pune BORI 302-1895-98",""
"100629","Colophon phrase of MS Pune BORI 303-1892-95","92327","Brahmāmṛtavarṣiṇī","fol. 100a

iti śrīparamahaṃsaparivrājakācāryaśrīmanmukundagovindaśrīcaraṇaśikṣitaśrīrāmakiṅkaradharmakṛtau brahmāmṛtavarṣiṇyāṃ dvitīyādhyāyasya caturthaḥ pādaḥ //","Colophon phrase","100624","MS Pune BORI 303-1892-95",""
"102561","Colophon phrase of MS Pune BORI 304-1879-80","102556","Vivekadhairyāśraya (With Commentary)","Ends fol. 8b

iti śrīvallabhanandacaraṇaikaśrīraghunāthajīdharmadurandharasya kṛtau vivekadhairyāśrayavivṛtiḥ samāptā // //","Colophon phrase","102557","MS Pune BORI 304-1879-80",""
"100637","Colophon phrase of MS Pune BORI 304-1892-95","92327","Brahmāmṛtavarṣiṇī","fol. 35b

iti śrīmatparamahaṃsaparivrājakācāryaśrīgovindamukundabhagavatpādapūjyarāmakiṅkaradharmakṛtau śrīmadbrahmasūtravṛttau brahmāmṛtavarṣiṇyāṃ prathamādhyāyasyāspaṣṭabrahmaliṅgākhye dvitīyaḥ pādaḥ //etc.","Colophon phrase","100635","MS Pune BORI 304-1892-95",""
